name,club,injuries
Serge Gnabry,Bayern Munich,"[('22/23', 'Tear in a joint capsule', 'Oct 10, 2022', 'Oct 13, 2022', '3', '1'), ('22/23', 'Hand Injury', 'Aug 15, 2022', 'Aug 22, 2022', '7', '1'), ('21/22', 'Influenza', 'Mar 21, 2022', 'Mar 31, 2022', '10', 0), ('21/22', 'Adductor problems', 'Dec 6, 2021', 'Dec 9, 2021', '3', '1'), ('21/22', 'Quarantine', 'Nov 22, 2021', 'Nov 25, 2021', '3', '1'), ('21/22', 'Quarantine', 'Nov 8, 2021', 'Nov 15, 2021', '7', 0), ('20/21', 'Corona virus', 'Apr 5, 2021', 'Apr 22, 2021', '17', '5'), ('20/21', 'Pulled hamstring at the adductors', 'Feb 11, 2021', 'Feb 25, 2021', '14', '4'), ('20/21', 'Knee Problems', 'Jan 4, 2021', 'Jan 14, 2021', '10', '2'), ('20/21', 'Quarantine', 'Oct 19, 2020', 'Oct 26, 2020', '7', '2'), ('19/20', 'Bruise', 'Jun 15, 2020', 'Jun 22, 2020', '7', '2'), ('19/20', 'Back bruise', 'Jun 8, 2020', 'Jun 11, 2020', '3', '1'), ('19/20', 'Achilles tendon problems', 'Jan 2, 2020', 'Jan 16, 2020', '14', 0), ('19/20', 'Minor Knock', 'Aug 1, 2019', 'Aug 5, 2019', '4', '1'), ('18/19', 'Cold', 'Mar 14, 2019', 'Mar 21, 2019', '7', '1')]"
Kingsley Coman,Bayern Munich,"[('22/23', 'Torn Muscle Fibre', 'Sep 8, 2022', 'Oct 6, 2022', '28', '5'), ('21/22', 'Muscular problems', 'Apr 14, 2022', 'Apr 21, 2022', '7', '1'), ('21/22', 'Muscular problems', 'Feb 17, 2022', 'Feb 24, 2022', '7', '1'), ('21/22', 'Corona virus', 'Dec 30, 2021', 'Jan 17, 2022', '18', '2'), ('21/22', 'Torn Muscle Fibre', 'Dec 16, 2021', 'Dec 30, 2021', '14', '1'), ('21/22', 'Muscular problems', 'Nov 18, 2021', 'Nov 22, 2021', '4', '1'), ('21/22', 'Heart Condition', 'Sep 16, 2021', 'Oct 11, 2021', '25', '4'), ('21/22', 'Calf Injury', 'Sep 6, 2021', 'Sep 13, 2021', '7', '1'), ('21/22', 'Minor Knock', 'Aug 19, 2021', 'Aug 26, 2021', '7', '2'), ('20/21', 'Muscular problems', 'Jan 11, 2021', 'Jan 14, 2021', '3', '1'), ('20/21', 'Thigh Muscle Strain', 'Dec 21, 2020', 'Jan 4, 2021', '14', '1'), ('20/21', 'Muscular problems', 'Oct 1, 2020', 'Oct 5, 2020', '4', '1'), ('20/21', 'Quarantine', 'Sep 14, 2020', 'Sep 24, 2020', '10', '2'), ('20/21', 'Muscular problems', 'Jul 30, 2020', 'Aug 10, 2020', '11', '1'), ('19/20', 'Strain', 'Feb 27, 2020', 'Mar 12, 2020', '14', '3')]"
Thomas Müller,Bayern Munich,"[('22/23', 'Hip problems', 'Oct 27, 2022', 'Nov 17, 2022', '21', '5'), ('22/23', 'Abdominal Influenza', 'Oct 20, 2022', 'Oct 24, 2022', '4', '1'), ('22/23', 'Muscular problems', 'Oct 13, 2022', 'Oct 17, 2022', '4', '1'), ('22/23', 'Cold', 'Oct 6, 2022', 'Oct 10, 2022', '4', '1'), ('22/23', 'Corona virus', 'Oct 1, 2022', 'Oct 6, 2022', '5', '1'), ('21/22', 'Cold', 'Apr 25, 2022', 'May 2, 2022', '7', '1'), ('21/22', 'Corona virus', 'Feb 21, 2022', 'Feb 28, 2022', '7', '1'), ('21/22', 'Adductor problems', 'Sep 2, 2021', 'Sep 6, 2021', '4', 0), ('20/21', 'Corona virus', 'Feb 11, 2021', 'Feb 25, 2021', '14', '4'), ('17/18', 'Rest ', 'May 31, 2018', 'Jun 4, 2018', '4', 0), ('17/18', 'Rest ', 'Mar 12, 2018', 'Mar 12, 2018', '0', 0), ('17/18', 'Thigh Problems', 'Feb 5, 2018', 'Feb 8, 2018', '3', '1'), ('17/18', 'Torn Muscle Fibre', 'Oct 23, 2017', 'Nov 27, 2017', '35', '7'), ('17/18', 'Thumb Injury', 'Jun 5, 2017', 'Jul 3, 2017', '28', 0), ('16/17', 'Ankle Injury', 'Apr 3, 2017', 'Apr 10, 2017', '7', '2')]"
Mathys Tel,Bayern Munich,"[('22/23', 'Tear in a joint capsule', 'Sep 1, 2022', 'Sep 5, 2022', '4', '1')]"
Eric Maxim Choupo-Moting,Bayern Munich,"[('22/23', 'groin strain', 'Jul 28, 2022', 'Aug 22, 2022', '25', '4'), ('21/22', 'Corona virus', 'Mar 31, 2022', 'Apr 11, 2022', '11', '3'), ('21/22', 'Fitness', 'Dec 9, 2021', 'Jan 3, 2022', '25', '3'), ('21/22', 'Corona virus', 'Nov 22, 2021', 'Dec 9, 2021', '17', '4'), ('21/22', 'Quarantine', 'Nov 18, 2021', 'Nov 25, 2021', '7', '2'), ('21/22', 'Quarantine', 'Nov 8, 2021', 'Nov 15, 2021', '7', 0), ('21/22', 'Muscle Injury', 'Oct 25, 2021', 'Nov 4, 2021', '10', '3'), ('20/21', 'Back trouble', 'May 3, 2021', 'May 13, 2021', '10', '1'), ('19/20', 'Knock', 'Feb 17, 2020', 'Mar 16, 2020', '28', '5'), ('19/20', 'Back Injury', 'Nov 18, 2019', 'Dec 2, 2019', '14', '2'), ('19/20', 'Minor Knock', 'Sep 26, 2019', 'Sep 30, 2019', '4', '1'), ('17/18', 'Groin Strain', 'Mar 15, 2018', 'May 7, 2018', '53', '7'), ('16/17', 'Cruciate Ligament Injury', 'Apr 6, 2017', 'May 22, 2017', '46', '9'), ('16/17', 'Adductor problems', 'Feb 6, 2017', 'Feb 13, 2017', '7', '2'), ('16/17', 'Influenza', 'Dec 15, 2016', 'Jan 2, 2017', '18', '2')]"
Gregor Kobel,Borussia Dortmund,"[('22/23', 'Adductor problems', 'Nov 3, 2022', 'Nov 3, 2022', '0', 0), ('22/23', 'Back trouble', 'Sep 29, 2022', 'Oct 3, 2022', '4', '1'), ('22/23', 'Torn Muscle Fibre', 'Sep 5, 2022', 'Sep 29, 2022', '24', '4'), ('21/22', 'Ligament Injury', 'Apr 21, 2022', 'May 23, 2022', '32', '4'), ('21/22', 'Cold', 'Dec 16, 2021', 'Dec 20, 2021', '4', '1'), ('21/22', 'Minor Knock', 'Oct 25, 2021', 'Oct 28, 2021', '3', '1'), ('21/22', 'tendon irritation', 'Oct 4, 2021', 'Oct 11, 2021', '7', 0), ('20/21', 'Back trouble', 'May 6, 2021', 'May 13, 2021', '7', '1'), ('20/21', 'Back trouble', 'Nov 9, 2020', 'Nov 19, 2020', '10', 0), ('19/20', 'Problems with the hip flexor', 'Feb 3, 2020', 'Feb 6, 2020', '3', '1'), ('19/20', 'Bruised Hip', 'Aug 8, 2019', 'Aug 12, 2019', '4', '1'), ('18/19', 'Concussion', 'Apr 15, 2019', 'Apr 25, 2019', '10', '1'), ('17/18', 'Ill', 'Jan 11, 2018', 'Jan 18, 2018', '7', '1')]"
Marcel Lotka,Borussia Dortmund,"[('21/22', 'Nasal Bone Fracture', 'May 16, 2022', 'May 30, 2022', '14', '2'), ('21/22', 'Concussion', 'May 16, 2022', 'May 30, 2022', '14', '2')]"
Alexander Meyer,Borussia Dortmund,"[('21/22', 'Bruised Knee', 'Apr 28, 2022', 'May 16, 2022', '18', '3'), ('20/21', 'Bruise', 'Oct 29, 2020', 'Nov 19, 2020', '21', '2'), ('19/20', 'Ruptured intraarticular ligament initiation in knee', 'Jun 11, 2020', 'Jun 29, 2020', '18', '4'), ('18/19', 'Cruciate Ligament Injury', 'Jul 9, 2018', 'Dec 31, 2018', '175', '18'), ('17/18', 'Torn Muscle Fibre', 'Oct 26, 2017', 'Jan 1, 2018', '67', '9'), ('16/17', 'Medial Collateral Ligament Knee Injury', 'Nov 3, 2016', 'Apr 13, 2017', '161', '18'), ('15/16', 'Torn muscle bundle', 'Aug 6, 2015', 'Sep 10, 2015', '35', '5'), ('13/14', 'Medial Collateral Ligament Knee Injury', 'Feb 24, 2014', 'Mar 13, 2014', '17', '2'), ('13/14', 'Cartilage Damage', 'Aug 5, 2013', 'Nov 4, 2013', '91', '15'), ('12/13', 'Shoulder Injury', 'Nov 5, 2012', 'Jul 1, 2013', '238', '21')]"
Luca Unbehaun,Borussia Dortmund,"[('22/23', 'Back trouble', 'Sep 29, 2022', 'Oct 24, 2022', '25', '7'), ('21/22', 'Hand Injury', 'Oct 28, 2021', 'Jan 20, 2022', '84', '14'), ('21/22', 'Ruptured syndesmotic ligament', 'Sep 6, 2021', 'Sep 23, 2021', '17', '3'), ('18/19', 'Knee Surgery', 'Apr 15, 2019', 'Oct 21, 2019', '189', '21')]"
Niklas Süle,Borussia Dortmund,"[('22/23', 'Muscle Injury', 'Aug 1, 2022', 'Aug 19, 2022', '18', '2'), ('21/22', 'Influenza', 'Apr 7, 2022', 'Apr 21, 2022', '14', '3'), ('21/22', 'Torn Muscle Fibre', 'Mar 17, 2022', 'Mar 28, 2022', '11', '1'), ('21/22', 'Back trouble', 'Jan 3, 2022', 'Jan 6, 2022', '3', 0), ('21/22', 'Back trouble', 'Dec 16, 2021', 'Dec 20, 2021', '4', '1'), ('21/22', 'Corona virus', 'Nov 8, 2021', 'Nov 25, 2021', '17', '2'), ('21/22', 'Problems with the hip flexor', 'Nov 1, 2021', 'Nov 4, 2021', '3', '1'), ('20/21', 'Torn Muscle Fibre', 'Apr 8, 2021', 'Apr 26, 2021', '18', '5'), ('20/21', 'Thigh Muscle Strain', 'Mar 22, 2021', 'Mar 25, 2021', '3', 0), ('20/21', 'Bruised Knee', 'Dec 10, 2020', 'Dec 14, 2020', '4', '1'), ('20/21', 'Quarantine', 'Nov 2, 2020', 'Nov 9, 2020', '7', '2'), ('19/20', 'Fitness', 'May 18, 2020', 'Jul 2, 2020', '45', '9'), ('19/20', 'Edema in the knee', 'Apr 20, 2020', 'May 18, 2020', '28', '1'), ('19/20', 'Cruciate Ligament Rupture', 'Oct 21, 2019', 'Apr 20, 2020', '182', '25'), ('17/18', 'Muscular problems', 'Oct 9, 2017', 'Oct 12, 2017', '3', 0)]"
Nico Schlotterbeck,Borussia Dortmund,"[('21/22', 'Corona virus', 'Jan 6, 2022', 'Jan 17, 2022', '11', '2'), ('21/22', 'Muscular problems', 'Nov 8, 2021', 'Nov 22, 2021', '14', '1'), ('20/21', 'Hamstring Injury', 'Nov 16, 2020', 'Jan 11, 2021', '56', '9'), ('20/21', 'Torn Muscle Fibre', 'Oct 1, 2020', 'Nov 16, 2020', '46', '5')]"
Mats Hummels,Borussia Dortmund,"[('22/23', 'Thigh Problems', 'Nov 3, 2022', 'Nov 3, 2022', '0', 0), ('22/23', 'Cold', 'Sep 29, 2022', 'Oct 6, 2022', '7', '2'), ('22/23', 'Hip problems', 'Aug 22, 2022', 'Aug 25, 2022', '3', 0), ('21/22', 'Muscle Injury', 'Apr 11, 2022', 'Jun 30, 2022', '80', '5'), ('21/22', 'Corona virus', 'Mar 7, 2022', 'Mar 14, 2022', '7', '1'), ('21/22', 'Cold', 'Dec 16, 2021', 'Dec 20, 2021', '4', '1'), ('21/22', 'Patella problems', 'Aug 19, 2021', 'Sep 9, 2021', '21', '2'), ('21/22', 'Patella problems', 'Jul 1, 2021', 'Aug 19, 2021', '49', '3'), ('20/21', 'Knee Problems', 'Feb 1, 2021', 'Feb 4, 2021', '3', '1'), ('20/21', 'Thigh Muscle Strain', 'Oct 29, 2020', 'Nov 5, 2020', '7', '2'), ('20/21', 'Ankle Injury', 'Jul 30, 2020', 'Aug 17, 2020', '18', 0), ('19/20', 'Abdominal Influenza', 'Oct 28, 2019', 'Nov 4, 2019', '7', '2'), ('19/20', 'Back trouble', 'Sep 23, 2019', 'Sep 30, 2019', '7', '1'), ('19/20', 'Muscular problems', 'Aug 1, 2019', 'Aug 8, 2019', '7', '1'), ('18/19', 'Thigh Muscle Strain', 'Apr 15, 2019', 'Apr 22, 2019', '7', '1')]"
Soumaïla Coulibaly,Borussia Dortmund,"[('21/22', 'Ankle Injury', 'Feb 7, 2022', 'Feb 14, 2022', '7', '1'), ('21/22', 'Calf Problems', 'Jan 10, 2022', 'Jan 17, 2022', '7', '1'), ('20/21', 'Cruciate Ligament Rupture', 'Feb 25, 2021', 'Oct 25, 2021', '242', '13')]"
Antonios Papadopoulos,Borussia Dortmund,[]
Raphaël Guerreiro,Borussia Dortmund,"[('22/23', 'Muscular problems', 'Oct 24, 2022', 'Nov 3, 2022', '10', '3'), ('22/23', 'Thigh Problems', 'Sep 15, 2022', 'Sep 29, 2022', '14', '1'), ('22/23', 'Ill', 'Sep 1, 2022', 'Sep 5, 2022', '4', '1'), ('21/22', 'Rest ', 'Jun 9, 2022', 'Jun 13, 2022', '4', 0), ('21/22', 'Muscular problems', 'Apr 11, 2022', 'Apr 18, 2022', '7', '1'), ('21/22', 'Corona virus', 'Mar 7, 2022', 'Mar 17, 2022', '10', '2'), ('21/22', 'Muscular problems', 'Dec 9, 2021', 'Dec 16, 2021', '7', '2'), ('21/22', 'Muscular problems', 'Nov 22, 2021', 'Nov 29, 2021', '7', '2'), ('21/22', 'Torn Muscle Fibre', 'Oct 7, 2021', 'Nov 8, 2021', '32', '7'), ('21/22', 'Calf Problems', 'Jul 26, 2021', 'Aug 19, 2021', '24', '3'), ('20/21', 'Muscle Injury', 'Mar 4, 2021', 'Mar 22, 2021', '18', '4'), ('20/21', 'Muscular problems', 'Dec 3, 2020', 'Dec 10, 2020', '7', '2'), ('20/21', 'Strain', 'Nov 26, 2020', 'Nov 30, 2020', '4', '1'), ('20/21', 'Strain', 'Sep 14, 2020', 'Sep 21, 2020', '7', '2'), ('19/20', 'Calf muscle strain', 'Feb 3, 2020', 'Feb 6, 2020', '3', '1')]"
Tom Rothe,Borussia Dortmund,"[('22/23', 'Bone buckling', 'Nov 3, 2022', 'Jan 2, 2023', '60', '3')]"
Nico Schulz,Borussia Dortmund,"[('21/22', 'Muscle Injury', 'Mar 21, 2022', 'Apr 14, 2022', '24', '2'), ('21/22', 'Torn Muscle Fibre', 'Oct 22, 2021', 'Nov 21, 2021', '30', '6'), ('21/22', 'Muscle Injury', 'Aug 22, 2021', 'Sep 20, 2021', '29', '4'), ('20/21', 'Torn Muscle Fibre', 'Oct 8, 2020', 'Nov 1, 2020', '24', '5'), ('20/21', 'Calf Injury', 'Sep 2, 2020', 'Sep 27, 2020', '25', '3'), ('19/20', 'Muscle Injury', 'May 11, 2020', 'Jun 7, 2020', '27', '5'), ('19/20', 'Foot Injury', 'Sep 7, 2019', 'Oct 15, 2019', '38', '6'), ('18/19', 'Knee Problems', 'May 8, 2019', 'May 13, 2019', '5', '1'), ('18/19', 'Knock', 'Oct 2, 2018', 'Oct 6, 2018', '4', '1'), ('17/18', 'Muscular problems', 'Feb 15, 2018', 'Feb 15, 2018', '0', 0), ('16/17', 'Influenza', 'Jan 19, 2017', 'Jan 26, 2017', '7', '1'), ('15/16', 'Cruciate Ligament Rupture', 'Oct 12, 2015', 'Jun 30, 2016', '262', '32'), ('14/15', 'Abdominal Influenza', 'Apr 30, 2015', 'May 4, 2015', '4', '1'), ('14/15', 'Muscle Injury', 'Oct 27, 2014', 'Nov 17, 2014', '21', '3'), ('12/13', 'Torn knee ligament', 'Nov 26, 2012', 'Dec 13, 2012', '17', '3')]"
Marius Wolf,Borussia Dortmund,"[('22/23', 'Vestibular disorder', 'Nov 3, 2022', 'Jan 2, 2023', '60', '3'), ('22/23', 'Infection', 'Oct 13, 2022', 'Oct 20, 2022', '7', '2'), ('22/23', 'Circulation Problems', 'Sep 29, 2022', 'Oct 6, 2022', '7', '2'), ('21/22', 'Corona virus', 'Jan 3, 2022', 'Jan 10, 2022', '7', '1'), ('21/22', 'Hamstring Injury', 'Nov 4, 2021', 'Nov 25, 2021', '21', '3'), ('21/22', 'Torn Ankle Ligament', 'Jul 26, 2021', 'Aug 12, 2021', '17', '1'), ('19/20', 'Strain', 'May 21, 2020', 'Jul 2, 2020', '42', 0), ('19/20', 'Bruised Ankle', 'May 14, 2020', 'May 18, 2020', '4', '1'), ('19/20', 'Quarantine', 'Mar 16, 2020', 'Apr 16, 2020', '31', 0), ('18/19', 'Ruptured ankle aigament', 'Apr 22, 2019', 'Apr 29, 2019', '7', '1'), ('18/19', 'Tear in a joint capsule', 'Nov 26, 2018', 'Dec 10, 2018', '14', '3'), ('18/19', 'Torn Muscle Fibre', 'Oct 4, 2018', 'Oct 25, 2018', '21', '3'), ('17/18', 'Bruise', 'Apr 19, 2018', 'Apr 26, 2018', '7', '1'), ('17/18', 'Muscular problems', 'Feb 19, 2018', 'Feb 22, 2018', '3', '1'), ('17/18', 'Bruised Acromioclavicular', 'Feb 8, 2018', 'Feb 8, 2018', '0', 0)]"
Thomas Meunier,Borussia Dortmund,"[('22/23', 'Cheekbone Fracture', 'Oct 20, 2022', 'Nov 17, 2022', '28', '7'), ('22/23', 'groin strain', 'Oct 13, 2022', 'Oct 13, 2022', '0', 0), ('21/22', 'torn tendon', 'Feb 24, 2022', 'May 12, 2022', '77', '11'), ('21/22', 'Minor Knock', 'Feb 10, 2022', 'Feb 21, 2022', '11', '3'), ('21/22', 'Muscular problems', 'Jan 20, 2022', 'Jan 31, 2022', '11', '1'), ('21/22', 'Knock', 'Oct 21, 2021', 'Oct 25, 2021', '4', '1'), ('21/22', 'Muscular problems', 'Sep 2, 2021', 'Sep 9, 2021', '7', 0), ('21/22', 'Corona virus', 'Aug 2, 2021', 'Aug 19, 2021', '17', '3'), ('20/21', 'Knee inflammation ', 'Jan 28, 2021', 'Feb 15, 2021', '18', '4'), ('20/21', 'Torn Muscle Fibre', 'Nov 30, 2020', 'Dec 17, 2020', '17', '5'), ('19/20', 'Rest ', 'Feb 13, 2020', 'Feb 17, 2020', '4', '1'), ('19/20', 'Back trouble', 'Jan 13, 2020', 'Jan 20, 2020', '7', '2'), ('19/20', 'Hamstring Injury', 'Oct 24, 2019', 'Nov 21, 2019', '28', '4'), ('18/19', 'Knock', 'Apr 15, 2019', 'May 13, 2019', '28', '6'), ('18/19', 'Knee Injury', 'Mar 18, 2019', 'Apr 11, 2019', '24', '3')]"
Mateu Morey Bauzà,Borussia Dortmund,"[('22/23', 'Knee Surgery', 'Aug 29, 2022', '-', '89', '18'), ('22/23', 'Fitness', 'May 9, 2022', 'Aug 11, 2022', '94', '3'), ('20/21', 'Cruciate Ligament Injury', 'Apr 29, 2021', 'May 9, 2022', '375', '50'), ('20/21', 'Muscular problems', 'Mar 11, 2021', 'Mar 22, 2021', '11', '2'), ('20/21', 'Muscular problems', 'Dec 3, 2020', 'Dec 10, 2020', '7', '2'), ('20/21', 'Torn Muscle Fibre', 'Aug 27, 2020', 'Oct 1, 2020', '35', '4'), ('19/20', 'Shoulder Injury', 'Jul 29, 2019', 'Sep 23, 2019', '56', '8'), ('18/19', 'Ruptured knee ligament', 'Mar 28, 2019', 'May 16, 2019', '49', 0), ('18/19', 'Torn Meniscus', 'Jul 30, 2018', 'Mar 21, 2019', '234', 0), ('17/18', 'Ankle Injury', 'Nov 20, 2017', 'Jan 8, 2018', '49', 0)]"
Felix Passlack,Borussia Dortmund,"[('21/22', 'Muscle Injury', 'Mar 21, 2022', 'Apr 18, 2022', '28', '3'), ('20/21', 'Minor Knock', 'Dec 17, 2020', 'Dec 24, 2020', '7', '2'), ('16/17', 'Muscular problems', 'May 22, 2017', 'May 22, 2017', '0', 0), ('15/16', 'Strain', 'Feb 1, 2016', 'Feb 4, 2016', '3', 0), ('15/16', 'Knee Problems', 'Jul 30, 2015', 'Jul 30, 2015', '0', 0), ('13/14', 'Ankle Injury', 'Sep 2, 2013', 'Sep 9, 2013', '7', 0)]"
Salih Özcan,Borussia Dortmund,"[('22/23', 'Ankle fracture', 'Sep 19, 2022', 'Sep 29, 2022', '10', 0), ('22/23', 'Fitness', 'Jul 25, 2022', 'Aug 8, 2022', '14', '2'), ('22/23', 'Foot Injury', 'Jul 18, 2022', 'Jul 25, 2022', '7', 0), ('21/22', 'Corona virus', 'Apr 4, 2022', 'Apr 7, 2022', '3', 0), ('18/19', 'Fitness', 'Feb 7, 2019', 'Feb 18, 2019', '11', '2'), ('18/19', 'Strain in the thigh and gluteal muscles', 'Jan 31, 2019', 'Feb 7, 2019', '7', '1'), ('17/18', 'Infection', 'Jul 3, 2017', 'Jul 10, 2017', '7', 0)]"
Emre Can,Borussia Dortmund,"[('21/22', 'Muscle Injury', 'Jan 17, 2022', 'Feb 10, 2022', '24', '3'), ('21/22', 'Muscle Injury', 'Oct 27, 2021', 'Nov 17, 2021', '21', '3'), ('21/22', 'Muscular problems', 'Aug 25, 2021', 'Sep 30, 2021', '36', '6'), ('21/22', 'Calf Problems', 'Jul 27, 2021', 'Aug 18, 2021', '22', '3'), ('20/21', 'Muscular problems', 'Nov 30, 2020', 'Dec 3, 2020', '3', '1'), ('20/21', 'Corona virus', 'Oct 23, 2020', 'Nov 6, 2020', '14', '4'), ('19/20', 'Muscular problems', 'May 9, 2020', 'May 21, 2020', '12', '1'), ('19/20', 'Influenza', 'Jan 25, 2020', 'Feb 1, 2020', '7', '1'), ('18/19', 'Muscular problems', 'May 3, 2019', 'May 9, 2019', '6', '1'), ('18/19', 'Distortion of the ankle', 'Apr 7, 2019', 'Apr 14, 2019', '7', '2'), ('18/19', 'Ill', 'Oct 21, 2018', 'Dec 5, 2018', '45', '8'), ('17/18', 'Back Injury', 'Mar 18, 2018', 'May 25, 2018', '68', '11'), ('16/17', 'Ankle problems', 'Jun 24, 2017', 'Jun 24, 2017', '0', 0), ('16/17', 'Knee Injury', 'Dec 9, 2016', 'Dec 19, 2016', '10', '3'), ('16/17', 'Tear in a joint capsule', 'Aug 22, 2016', 'Sep 20, 2016', '29', '5')]"
Abdoulaye Kamara,Borussia Dortmund,"[('22/23', 'Knock', 'Oct 17, 2022', '-', '40', '5'), ('22/23', 'Minor Knock', 'Sep 12, 2022', 'Sep 26, 2022', '14', '1'), ('21/22', 'Ankle Injury', 'Feb 7, 2022', 'Mar 10, 2022', '31', '4')]"
Jude Bellingham,Borussia Dortmund,"[('21/22', 'Knee Problems', 'Nov 25, 2021', 'Dec 1, 2021', '6', '1'), ('20/21', 'Knock', 'Dec 30, 2020', 'Jan 10, 2021', '11', '2')]"
Mahmoud Dahoud,Borussia Dortmund,"[('22/23', 'Shoulder Injury', 'Aug 22, 2022', '-', '96', '19'), ('21/22', 'Shoulder Injury', 'Apr 11, 2022', 'Jul 4, 2022', '84', '5'), ('21/22', 'Back trouble', 'Jan 17, 2022', 'Jan 20, 2022', '3', '1'), ('21/22', 'Twisted knee', 'Sep 30, 2021', 'Nov 18, 2021', '49', '8'), ('20/21', 'Minor Knock', 'Dec 21, 2020', 'Dec 24, 2020', '3', '1'), ('20/21', 'Ill', 'Dec 7, 2020', 'Dec 10, 2020', '3', '1'), ('19/20', 'Knee Injury', 'May 28, 2020', 'Jun 29, 2020', '32', '6'), ('18/19', 'Influenza', 'Feb 28, 2019', 'Mar 11, 2019', '11', '3'), ('18/19', 'Infection', 'Jan 3, 2019', 'Jan 7, 2019', '4', 0), ('18/19', 'Minor Knock', 'Dec 17, 2018', 'Dec 20, 2018', '3', '1'), ('17/18', 'Minor Knock', 'Nov 9, 2017', 'Nov 13, 2017', '4', 0), ('17/18', 'Neck bruise', 'Oct 26, 2017', 'Nov 6, 2017', '11', '3'), ('17/18', 'Influenza', 'Oct 16, 2017', 'Oct 23, 2017', '7', '2'), ('17/18', 'Toothache', 'Oct 9, 2017', 'Oct 12, 2017', '3', 0), ('17/18', 'Rest ', 'Aug 31, 2017', 'Sep 4, 2017', '4', 0)]"
Giovanni Reyna,Borussia Dortmund,"[('22/23', 'Strain', 'Sep 29, 2022', 'Oct 6, 2022', '7', '2'), ('22/23', 'Rest ', 'Aug 22, 2022', 'Aug 29, 2022', '7', '1'), ('22/23', 'Rest ', 'Aug 8, 2022', 'Aug 15, 2022', '7', '1'), ('22/23', 'Fitness', 'Jul 4, 2022', 'Aug 1, 2022', '28', '1'), ('21/22', 'Muscle Injury', 'Apr 11, 2022', 'Jun 30, 2022', '80', '5'), ('21/22', 'Hamstring Injury', 'Feb 21, 2022', 'Mar 7, 2022', '14', '2'), ('21/22', 'Ill', 'Feb 10, 2022', 'Feb 17, 2022', '7', '2'), ('21/22', 'Fitness', 'Nov 29, 2021', 'Jan 24, 2022', '56', '9'), ('21/22', 'Muscle Injury', 'Sep 6, 2021', 'Nov 29, 2021', '84', '16'), ('20/21', 'Muscular problems', 'Mar 4, 2021', 'Mar 11, 2021', '7', '2'), ('20/21', 'Infection', 'Jan 14, 2021', 'Jan 18, 2021', '4', '1'), ('19/20', 'Infection', 'Jun 15, 2020', 'Jun 18, 2020', '3', '1'), ('19/20', 'Muscular problems', 'May 18, 2020', 'May 21, 2020', '3', 0)]"
Julian Brandt,Borussia Dortmund,"[('22/23', 'Influenza', 'Sep 19, 2022', 'Sep 27, 2022', '8', 0), ('21/22', 'Concussion', 'Dec 2, 2021', 'Dec 9, 2021', '7', '2'), ('21/22', 'Muscle Injury', 'Sep 16, 2021', 'Sep 27, 2021', '11', '2'), ('21/22', 'Corona virus', 'Aug 2, 2021', 'Aug 19, 2021', '17', '3'), ('19/20', 'Ruptured ankle aigament', 'Feb 6, 2020', 'Feb 20, 2020', '14', '3'), ('19/20', 'Adductor problems', 'Jul 29, 2019', 'Aug 12, 2019', '14', '2'), ('17/18', 'Minor Knock', 'Dec 7, 2017', 'Dec 14, 2017', '7', '2'), ('17/18', 'Knee Problems', 'Aug 14, 2017', 'Aug 17, 2017', '3', 0), ('16/17', 'Minor Knock', 'May 1, 2017', 'May 11, 2017', '10', '1'), ('16/17', 'Abdominal Influenza', 'Nov 7, 2016', 'Nov 14, 2016', '7', 0), ('15/16', 'Abdominal Influenza', 'May 5, 2016', 'May 9, 2016', '4', '1'), ('14/15', 'Torn ankle ligament', 'Sep 8, 2014', 'Oct 9, 2014', '31', '7')]"
Marco Reus,Borussia Dortmund,"[('22/23', 'Ankle Inflammation', 'Nov 7, 2022', '-', '19', '2'), ('22/23', 'Ankle problems', 'Oct 17, 2022', 'Nov 3, 2022', '17', '5'), ('22/23', 'Ruptured ankle aigament', 'Sep 19, 2022', 'Oct 13, 2022', '24', '4'), ('21/22', 'Torn Muscle Fibre', 'Jun 6, 2022', 'Jun 30, 2022', '24', 0), ('21/22', 'Rest ', 'May 30, 2022', 'Jun 6, 2022', '7', 0), ('21/22', 'Ill', 'Mar 7, 2022', 'Mar 28, 2022', '21', '3'), ('21/22', 'Minor Knock', 'Feb 24, 2022', 'Mar 7, 2022', '11', '2'), ('21/22', 'Knee Problems', 'Sep 23, 2021', 'Sep 27, 2021', '4', '1'), ('21/22', 'Knee Problems', 'Sep 6, 2021', 'Sep 9, 2021', '3', 0), ('20/21', 'Bruised Ankle', 'Mar 14, 2021', 'Apr 1, 2021', '18', '1'), ('20/21', 'Tendonitis', 'Jul 30, 2020', 'Aug 31, 2020', '32', 0), ('19/20', 'Fitness', 'May 11, 2020', 'Jul 29, 2020', '79', '9'), ('19/20', 'Muscle Injury', 'Feb 5, 2020', 'Apr 30, 2020', '85', '7'), ('19/20', 'Torn Muscle Fibre', 'Dec 18, 2019', 'Jan 8, 2020', '21', '1'), ('19/20', 'Ankle problems', 'Nov 10, 2019', 'Nov 19, 2019', '9', 0)]"
Göktan Gürpüz,Borussia Dortmund,"[('22/23', 'Unknown Injury', 'Jul 6, 2022', 'Aug 21, 2022', '46', '5')]"
